Network;inetnum;status;netname;descr;route-obj;route-descr;route-origin
213.222.53.224/28;213.222.53.224 - 213.222.53.255;ASSIGNED PA;Metagen-2-NET;Metagen,Sofia;213.222.53.0/24;;AS8717
195.24.39.80/28;195.24.39.80 - 195.24.39.95;ASSIGNED PA;ORBITEL-SMOLIAN;Smolian;195.24.32.0/19;Orbitel customer and internal;AS8672
46.238.63.64/26;46.238.56.0 - 46.238.63.255;ASSIGNED PA;KRASNAPOLIANA-NET-SOF;Megalan Network Ltd.;46.238.0.0/18;Megalan Network Ltd.;AS35141
195.24.60.96/28;195.24.60.0 - 195.24.60.255;ASSIGNED PA;ORBITEL-STZ-1;Orbitel Stara Zagora POP and colocated customers,Bulgaria;195.24.60.0/22;Orbitel;AS8672
82.147.132.96/28;82.147.132.96 - 82.147.132.119;ASSIGNED PA;ORBIREL-VARNA;ppp links to customers,Varna;82.147.128.0/19;Orbitel customer and internal;AS8672
89.190.210.96/27;89.190.210.96 - 89.190.210.127;ASSIGNED PA;MEGA-10X-NET;10x Ltd.;89.190.210.0/23;Dyrwenica;AS35141
212.50.2.16/28;212.50.0.0 - 212.50.31.255;ALLOCATED PA;BG-MTELNET-980310;;212.50.0.0/19;Spectrum NET PA space;AS8717
82.147.140.192/26;82.147.140.0 - 82.147.140.255;ASSIGNED PA;ORBITEL-RUSE-2;point-to point links to customers,Ruse;82.147.140.0/24;Orbitel-Ruse;AS8672
89.190.192.224/28;89.190.192.128 - 89.190.192.255;ASSIGNED PA;INTERCONNECT-PEER;Routers interconnect for peering vlan;89.190.192.0/22;Megalan NAT and Internal;AS35141
82.103.118.160/27;82.103.64.0 - 82.103.127.255;ALLOCATED PA;BG-MTELNET-20040113;;82.103.64.0/18;Spectrum NET PA space;AS8717
82.103.117.96/28;82.103.64.0 - 82.103.127.255;ALLOCATED PA;BG-MTELNET-20040113;;82.103.64.0/18;Spectrum NET PA space;AS8717
82.103.106.128/27;82.103.106.0 - 82.103.107.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;82.103.64.0/18;Spectrum NET PA space;AS8717
195.34.111.0/25;195.34.111.0 - 195.34.111.255;ASSIGNED PA;BIT-INC-VOIP;Bulgarian Information Technologies Inc.;195.34.96.0/19;Spectrum NET PA space;AS8717
46.238.63.16/28;46.238.56.0 - 46.238.63.255;ASSIGNED PA;KRASNAPOLIANA-NET-SOF;Megalan Network Ltd.;46.238.0.0/18;Megalan Network Ltd.;AS35141
62.204.143.128/25;62.204.128.0 - 62.204.159.255;ALLOCATED PA;BG-MTELNET-20021106;;62.204.128.0/19;Spectrum NET PA space;AS8717
84.242.128.128/25;84.242.128.0 - 84.242.128.255;ASSIGNED PA;Orbitel-Radio-net;Radio Relay network;84.242.128.0/24;Orbitel customer;AS198868
84.242.147.160/28;84.242.145.0 - 84.242.147.255;ASSIGNED PA;ORBITEL-VoIP-clients;VoIP customers;84.242.144.0/22;ORBITEL-VoIP-clients;AS8672
212.91.189.128/28;212.91.160.0 - 212.91.191.255;ALLOCATED PA;BG-MTELNET-990730;;212.91.160.0/19;Spectrum NET PA space;AS8717
87.227.151.48/28;87.227.150.0 - 87.227.151.255;ASSIGNED PA;VOICE-Burgas;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
195.24.49.80/28;195.24.49.0 - 195.24.49.127;ASSIGNED PA;ORBITEL-RUSE-1;Orbitel Ruse pop - routers, access server,Ruse, Bulgaria;195.24.32.0/19;Orbitel customer and internal;AS8672
62.204.134.96/28;62.204.134.0 - 62.204.134.255;ASSIGNED PA;SPNET;Spectrum Net - Bourgas,Wireless clients;62.204.128.0/19;Spectrum NET PA space;AS8717
84.242.133.16/28;84.242.133.0 - 84.242.133.255;ASSIGNED PA;Orbitel-country;routed in the country;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
87.227.146.176/28;87.227.144.0 - 87.227.147.255;ASSIGNED PA;VOICE-Sofia;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
46.238.63.192/27;46.238.56.0 - 46.238.63.255;ASSIGNED PA;KRASNAPOLIANA-NET-SOF;Megalan Network Ltd.;46.238.0.0/18;Megalan Network Ltd.;AS35141
212.50.12.48/28;212.50.12.0 - 212.50.12.63;ASSIGNED PA;SPNET;Spectrum Net Jsc;212.50.0.0/19;Spectrum NET PA space;AS8717
84.242.184.128/25;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.184.0/23;MOBILTEL_EAD_B&R_CUSTOMERs;AS8717
77.70.115.48/28;77.70.113.0 - 77.70.115.255;ASSIGNED PA;IZTOK-MEGALAN;East quarters - Iztok;77.70.115.0/24;Prez I;AS35141
213.226.46.96/27;213.226.0.0 - 213.226.63.255;ALLOCATED PA;BG-MTELNET-990920;;213.226.46.0/24;Mobiltel EAD.;AS12716
89.190.195.0/27;89.190.192.0 - 89.190.223.255;ALLOCATED PA;BG-MTELNET-20060612;;89.190.192.0/22;Megalan NAT and Internal;AS35141
212.50.0.176/28;212.50.0.0 - 212.50.0.255;ASSIGNED PA;SPNET;Spectrum NET Ltd.,Sofia;212.50.0.0/24;Spectrum NET PA space;AS8717
87.227.150.80/28;87.227.150.0 - 87.227.151.255;ASSIGNED PA;VOICE-Burgas;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
89.190.196.224/27;89.190.196.0 - 89.190.196.255;ASSIGNED PA;SOFIA-MEGALAN;Megalan Network Ltd.;89.190.196.0/23;NAT and Internal;AS35141
62.204.148.128/28;62.204.148.0 - 62.204.148.255;ASSIGNED PA;SPNET;Spectrum NET Ltd.;62.204.128.0/19;Spectrum NET PA space;AS8717
195.149.248.80/28;195.149.248.0 - 195.149.255.255;ASSIGNED PI;HOMELAN;;195.149.248.0/21;HomeLan Ltd;AS8717
212.91.172.128/27;212.91.160.0 - 212.91.191.255;ALLOCATED PA;BG-MTELNET-990730;;212.91.160.0/19;Spectrum NET PA space;AS8717
195.24.33.64/28;195.24.33.0 - 195.24.33.127;ASSIGNED PA;ORBITEL-BURGAS-1;Orbitel Burgas pop - routers, access server,Burgas, Bulgaria;195.24.32.0/19;Orbitel customer and internal;AS8672
84.242.162.0/26;84.242.162.0 - 84.242.162.255;ASSIGNED PA;ORBITEL-SOF-POP;Orbitel Inc;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
89.190.221.112/28;89.190.216.0 - 89.190.223.255;ASSIGNED PA;SOFIA-EAST-MEGALAN;Sofia East quarters;89.190.220.0/23;Musagenica;AS35141
87.227.216.240/28;87.227.216.0 - 87.227.216.255;ASSIGNED PA;ORBITEL-Sofia;Orbitel,point-to-point to data customers;87.227.128.0/17,87.227.128.0/17,87.227.128.0/17,87.227.128.0/17;Mobiltel,Mobiltel,Mobiltel,Mobiltel;AS12716,AS29580,AS8672,AS8717
212.95.182.96/28;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.182.0/24;Orbitel;AS8672
84.242.146.160/28;84.242.145.0 - 84.242.147.255;ASSIGNED PA;ORBITEL-VoIP-clients;VoIP customers;84.242.144.0/22;ORBITEL-VoIP-clients;AS8672
212.50.15.48/28;212.50.15.0 - 212.50.15.255;ASSIGNED PA;TOPNET-BG;Local ISP;212.50.0.0/19;Spectrum NET PA space;AS8717
212.50.20.224/27;212.50.20.0 - 212.50.20.255;ASSIGNED PA;SPNET;Spectrum Net Infrastructure;212.50.0.0/19;Spectrum NET PA space;AS8717
77.70.15.0/28;77.70.0.0 - 77.70.127.255;ALLOCATED PA;BG-MTELNET-20070221;;77.70.12.0/22;Dianabad Real IP addresses;AS35141
195.24.58.96/27;195.24.58.0 - 195.24.58.255;ASSIGNED PA;ORBITEL-NET-1;Orbitel Inc,Sofia, Bulgaria;195.24.58.0/24;ORBITEL-NET-1;AS8672
212.50.28.112/28;212.50.28.0 - 212.50.29.255;ASSIGNED PA;SPNET;Varna, Bulgaria;212.50.0.0/19;Spectrum NET PA space;AS8717
82.103.107.224/27;82.103.106.0 - 82.103.107.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;82.103.64.0/18;Spectrum NET PA space;AS8717
89.190.192.192/27;89.190.192.128 - 89.190.192.255;ASSIGNED PA;INTERCONNECT-PEER;Routers interconnect for peering vlan;89.190.192.0/22;Megalan NAT and Internal;AS35141
77.70.114.240/28;77.70.113.0 - 77.70.115.255;ASSIGNED PA;IZTOK-MEGALAN;East quarters - Iztok;77.70.114.0/24;Prez T;AS35141
195.24.38.144/28;195.24.38.128 - 195.24.38.255;ASSIGNED PA;ORBITEL-WIRELESS-SOFIA-1;Orbitel Inc,Sofia,wireless segment;195.24.32.0/19;Orbitel customer and internal;AS8672
195.24.36.192/27;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.36.0/23;Orbitel;AS8672
195.24.40.192/27;195.24.40.128 - 195.24.40.255;ASSIGNED PA;ORBITEL-PLOVDIV-CUSTOMER-1;Orbitel Plovdiv pop - /30 to customer interfaces,Plovdiv, Bulgaria;195.24.40.0/22;Orbitel;AS8672
84.242.144.32/27;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.144.0/22;ORBITEL-VoIP-clients;AS8672
85.91.149.160/27;85.91.149.0 - 85.91.150.255;ASSIGNED PA;STATIC;Spectrum Net Jsc;85.91.128.0/19;Data BG Ltd;AS29580
87.227.156.192/27;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
84.242.165.64/26;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
87.227.150.32/27;87.227.150.0 - 87.227.151.255;ASSIGNED PA;VOICE-Burgas;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
213.169.41.176/28;213.169.38.0 - 213.169.44.255;ASSIGNED PA;SPNET-PPPOE-POOLS;Spectrum NET Ltd.;213.169.32.0/19;Spectrum NET PA space;AS8717
213.226.45.128/25;213.226.45.0 - 213.226.45.255;ASSIGNED PA;MTELNET;2-nd P-to-P PE-CE SFL,Responsible Devision for Project: ITS;213.226.45.0/24;Mobiltel EAD.;AS12716
84.242.163.0/26;84.242.163.0 - 84.242.163.63;ASSIGNED PA;Dunavpress;Ruse;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
195.24.61.128/25;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.61.0/24;Orbitel-stz-game;AS8672
82.147.141.64/27;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
62.204.142.16/28;62.204.142.0 - 62.204.142.255;ASSIGNED PA;ACVILON-BG;Vanilla Web Instruments Ltd.,Ruse;62.204.128.0/19;Spectrum NET PA space;AS8717
